"sample_id","IL6","TNFa","IL1b","IFNg","IFNa","CXCL10"
"SAMPLE_0001",11.7435487142492,10.141241104705,13.1080225246941,18.0287910648675,12.6214987182656,16.7052415177242
"SAMPLE_0002",14.2443768454613,11.5252764157956,13.3827435277885,12.3803918096987,13.9385323318025,16.1251621570719
"SAMPLE_0003",12.2224404864505,12.9281399503183,12.1029419059865,17.351186158304,11.7283191307364,15.7176242281264
"SAMPLE_0004",17.0024439113263,11.39212494893,15.6608872326496,11.8431286161634,14.6502694983386,18.7381157435785
"SAMPLE_0005",17.1388416698207,11.9359228226683,13.1834219159003,15.8140470931669,14.2882465911107,18.1957500006374
"SAMPLE_0006",12.8492969086879,9.80191996189601,10.1053062447793,16.3165598382436,10.8658965623774,13.773044436599
"SAMPLE_0007",16.9312031505431,8.6145545596093,10.6707401077801,7.1985678911412,11.1975944504148,15.2013975563843
"SAMPLE_0008",16.4788364470111,9.86658920906305,13.4306028724463,4.76251647560295,14.1748296444189,16.9861774264301
"SAMPLE_0009",10.0293854659428,8.60911160515224,9.69687792032502,15.3958925861492,7.30257185929317,10.5637848427431
"SAMPLE_0010",15.0696223472971,9.13315980123549,11.3243307798955,16.2079785221912,11.3227998080482,14.8321536612632
"SAMPLE_0011",14.17522153863,9.86137908966589,13.5954764679601,14.0981327083374,11.7238324181656,15.970136021162
"SAMPLE_0012",14.4287745874736,11.7429471868377,16.5760942694589,11.8626935487716,15.2779241520714,18.3743574723497
"SAMPLE_0013",25.2784197381488,15.251640213689,22.6145601775852,10.9562221407854,19.0080953777233,24.3171244423559
"SAMPLE_0014",22.7052795361631,12.2261016256216,18.6254709156457,15.9017398890447,17.9897964666738,22.5807148728223
"SAMPLE_0015",14.9798508752097,11.8089721939363,13.1035264011955,14.2083347056549,14.1186547941298,16.6599334890955
"SAMPLE_0016",23.8306097941967,15.0256440057433,21.8043895930774,11.760828803161,18.8106864079184,24.7821593594488
"SAMPLE_0017",10.5704210174582,7.51276315643163,8.78196575392928,16.8178590336546,8.51653757797098,12.0395966412188
"SAMPLE_0018",13.7322445454071,10.8183425062094,12.5008385394283,16.4476007760162,10.8432682264674,16.4617785603133
"SAMPLE_0019",9.47250589911829,8.67294643270956,9.6948628530704,11.8004168059947,9.47201885503813,12.3142409109103
"SAMPLE_0020",13.2001234245038,10.1789425676825,14.3639973917776,16.0007238587667,13.3432354866653,16.3876554835447
"SAMPLE_0021",19.405802649095,13.1851688850302,18.2644992673157,17.3345190728614,15.8980192100514,19.7487310670947
