"sample_id","CD4_T_cells","CD8_T_cells","B_cells","Plasma_cells","Monocytes","NK_cells"
"SAMPLE_0001",223.828624059493,255.202437826459,174.370935164469,87.7125450957584,155.207965626905,102.346068451358
"SAMPLE_0002",174.495664301433,215.723165217875,145.484294799379,72.3664253442872,180.065226753011,108.541093243609
"SAMPLE_0003",238.344882657102,247.689175264208,196.072426433251,100.241459002693,172.103264587625,108.26077578008
"SAMPLE_0004",172.91064714828,198.395395548062,144.572407333942,65.8117805791468,160.333645316211,112.5640052979
"SAMPLE_0005",190.994711357388,219.215041079641,146.863843943044,76.3700263033037,168.16091091086,111.496290666345
"SAMPLE_0006",201.111142478346,261.683332292058,179.89719515293,88.9377097744499,171.726609565466,101.038327421628
"SAMPLE_0007",132.602365028306,134.00149369534,109.442674747878,49.5381379961194,170.886367644867,106.106733887685
"SAMPLE_0008",108.264112684958,103.803044737038,72.5352864722125,16.3649475062788,176.456384615976,102.206072213943
"SAMPLE_0009",210.35357551373,246.928617572256,184.507891451,87.3817185080078,154.509168108928,83.1417639894315
"SAMPLE_0010",199.987299411704,223.294753499608,177.800545423919,77.7081813128549,193.862045144387,121.978377209644
"SAMPLE_0011",187.015073908522,214.154012219123,156.325094787878,83.5993073743999,177.699590173642,103.368254086625
"SAMPLE_0012",155.208726025258,164.837937853054,132.45678378795,52.6893487901461,183.335476539506,114.550388396074
"SAMPLE_0013",148.18734604916,151.052290221773,130.278003486939,46.0035923126392,195.868387073651,113.122503863668
"SAMPLE_0014",204.755907941107,219.114651490551,151.399145111446,74.5550808433176,192.146367974016,131.020298446758
"SAMPLE_0015",177.545628904537,203.496066360664,152.445839646718,68.2438765901041,182.048300967717,101.543627540596
"SAMPLE_0016",153.967511082745,149.559062536443,119.000153656093,47.3436632867832,198.995328977886,116.250214020417
"SAMPLE_0017",230.137588992005,251.379852456506,176.605622948043,94.529234842315,162.90369172028,99.1822163049971
"SAMPLE_0018",200.105533572605,215.323422928528,166.123572015922,77.523106227544,161.195602393591,113.295396059659
"SAMPLE_0019",150.098099729954,185.440374650448,138.254922686523,54.2465215822706,148.142583952374,93.6202725066355
"SAMPLE_0020",194.656021206283,200.932350075784,150.968210093404,63.5386364421254,163.572743743024,109.252079865902
"SAMPLE_0021",207.86388191675,244.502230470098,161.935230227507,93.3304605664276,180.937386763792,102.994723486289
"SAMPLE_0022",192.084353536816,196.28867286505,150.06438202779,69.749333740891,156.468997684921,94.490352541067
"SAMPLE_0023",140.919614726449,158.873018703436,131.686908338721,59.5480039914012,160.254878239294,104.195894393387
"SAMPLE_0024",224.316773562247,250.05198530447,180.452701012837,86.9249378572185,172.835394993626,95.4766363318609
"SAMPLE_0025",154.490762090477,166.254874522732,131.651057860496,52.9738726470033,148.282679875907,92.4339383333952
"SAMPLE_0026",189.461677738591,199.040248259648,148.074698217121,69.6909476122203,168.446284759443,96.4568109116852
"SAMPLE_0027",179.542790805652,222.351164642629,156.602696647625,75.3334524935216,163.399311684545,110.554009195988
"SAMPLE_0028",143.65885057228,137.834169354255,118.44644958762,42.0837379830566,159.940051258725,95.8700124963167
"SAMPLE_0029",213.80966818629,245.398128381814,176.001472508666,84.5740111737616,151.683281312103,95.5224735467673
"SAMPLE_0030",188.215331593046,208.939555292402,146.180234522708,71.062293646647,144.226532978732,111.815109016043
"SAMPLE_0031",227.87634281915,255.47407865241,186.200913494968,105.235108067824,157.023706563489,91.9270536297712
"SAMPLE_0032",207.821561909423,216.231859722582,151.728509479245,70.6275379046033,187.975987868485,113.487044606343
"SAMPLE_0033",204.217854329687,243.204136561632,167.376967920593,83.2901720219511,158.057874418844,105.145071040583
"SAMPLE_0034",176.182174977259,190.254033601687,142.994998979335,62.2916405805956,168.6210146482,112.687845372044
"SAMPLE_0035",171.404147743486,169.853979562554,116.619027365338,58.8673691131456,164.5289174047,104.396522967146
"SAMPLE_0036",176.643876833535,175.535469468575,136.368052892793,59.3372867958716,150.954992662834,86.941964045715
"SAMPLE_0037",155.669339264044,164.674844184398,133.404657630448,59.9055567483897,151.303897709648,95.0013811098058
"SAMPLE_0038",174.691469102976,205.716441176603,132.715903890557,69.5623722057503,162.677470937127,83.9266757284191
"SAMPLE_0039",205.722402205209,219.751318614983,159.748703676334,65.6969698901849,157.083427291811,88.9706091963262
"SAMPLE_0040",204.392710616112,259.44742708009,184.18345634922,89.1768823717981,171.25911052409,92.7246745090442
"SAMPLE_0041",194.141776819734,226.602022882286,160.306092386147,70.2625412449762,149.878857714298,84.7343931654085
"SAMPLE_0042",170.733841708963,198.229403684765,133.931511503921,67.3662484517979,166.021877929835,113.216975075104
"SAMPLE_0043",190.760321666088,201.858113254616,141.536052888459,68.8191272484587,172.251424733414,112.788269427385
"SAMPLE_0044",185.509908911406,216.576869589507,162.340467709046,82.6993933240654,163.892807435809,99.1072010180174
"SAMPLE_0045",196.464718011962,205.911788812528,151.146017574677,76.2350680405275,155.753593265437,101.483092313567
"SAMPLE_0046",154.695568105466,155.468053149261,133.543687008705,53.2357176149549,193.477712903775,100.814745762336
"SAMPLE_0047",221.891298333764,255.870582657675,180.35080162935,98.7341600807785,159.252350054726,109.12935335806
"SAMPLE_0048",178.400369072325,206.150180135733,142.829541332194,76.8849251450908,154.714278173741,91.8451358706047
"SAMPLE_0049",207.752367601531,208.694584391395,148.175466525834,66.4900417348507,157.050071435678,90.9410781545771
"SAMPLE_0050",177.9352963258,187.913629356158,139.462508792309,68.6426424763294,178.643608526152,99.0384342517899
"SAMPLE_0051",189.11493928334,195.563002125752,140.80249055338,77.5705931559019,153.29464876904,97.9354605984456
"SAMPLE_0052",194.923423107337,210.524158614922,143.657522147637,81.4550080500005,171.542356269907,110.564857218757
"SAMPLE_0053",198.533249019989,201.922946094277,165.233887445776,75.0903158161238,186.878011468548,100.769487680837
"SAMPLE_0054",197.418978311628,198.128444405852,176.113206534818,74.7748972850871,156.465141646721,107.748791760383
"SAMPLE_0055",158.388036313383,172.566758820975,118.410869010562,51.6137185127133,166.063895221166,115.627668094316
"SAMPLE_0056",137.503449961905,179.277138823536,136.978331737063,59.396022349854,138.168942826265,101.34231898867
"SAMPLE_0057",162.150431517245,159.192221141921,126.679576590992,43.3140673281154,176.343733275431,99.7513892253386
